pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,industryG,sati,satiG,insurance,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체,산업체분류,주당근로일,주당근로시간,주당근로시간_binary,직장에서의복리후생제공여부,보험가입여부,직장만족도
16793,7,2,경기,2,25.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,40.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.6,1,3,7,7,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-04-01,,13.0,0,13.0,1,0,3,4,3,3,2,1,2,1,2,1,2,1,5.0,40,1,2,1,1,1,1.0,13.0,3.0,2,1,1,2,3,3,3,3,3,2.0,2,1,0,0,,3.0,6.6666666667,3,1,25.166666667,3.0,여자,보통이다,미혼,수도권,보통이다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
16815,7,3,충남,2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3,3.8,2,3,4,4,4,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-04-01,2019-05-01,,1.0,0,1.0,0,0,3,3,2,2,1,3,3,3,3,3,3,3,5.0,40,3,3,3,1,3,1.0,7.0,3.0,2,1,2,2,2,3,2,2,2,2.0,1,1,0,0,,3.0,4.0,2,0,23.75,3.0,여자,보통이다,미혼,비수도권,보통이다,예체능,없다,보통이다,보통이다,보통이다,1000명미만,그렇다,,,서울,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇지않다
16839,7,4,경북,2,25.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,45.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,5,7,7,7,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2018-10-01,2019-03-01,,5.0,0,5.0,0,0,5,1,1,1,1,1,2,2,2,2,2,2,5.0,45,1,2,1,1,1,3.0,13.0,3.0,3,1,2,3,1,3,3,3,3,2.0,1,1,0,1,,3.0,7.0,3,1,25.833333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,대구,전문과학및기술서비스업,3차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇지않다
16843,7,4,부산,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,18.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.8,1,4,5,6,6,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-08-01,2020-07-01,,11.0,0,11.0,0,0,1,2,8,3,3,3,3,3,1,2,2,3,3.0,18,3,3,3,3,3,2.0,9.0,3.0,3,1,2,1,1,3,3,3,3,2.0,2,2,0,0,,3.0,5.6666666667,3,0,24.333333333,3.0,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,부산,숙박/음식점업,3차산업,3.0,18,40시간이하,제공하지않는다,가입하지않음,보통이다
16900,7,4,경북,2,24.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,30.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1,,1,4,4,5,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2020-01-01,2020-06-01,,5.0,0,5.0,0,0,3,3,-1,4,4,3,3,3,3,3,3,3,5.0,30,3,3,3,3,3,3.0,9.0,,3,1,2,2,2,3,2,3,3,,3,3,0,0,,3.0,4.6666666667,2,0,24.333333333,,여자,건강하다,미혼,비수도권,보통이다,예체능,있다,보통이다,그렇지않다,그렇지않다,,그렇지않다,,,대구,숙박/음식점업,3차산업,5.0,30,40시간이하,제공하지않는다,가입하지않음,그렇다
16932,7,1,서울,2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2,4.0,2,4,5,6,5,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-01-01,2019-05-01,,4.0,0,4.0,0,0,3,3,4,4,3,1,1,3,3,1,3,3,5.0,40,1,2,1,1,1,1.0,3.0,2.0930232558,3,1,1,2,2,3,3,3,3,2.0,3,2,0,0,,2.0,5.3333333333,3,1,26.0,2.0930232558,여자,건강하다,미혼,수도권,보통이다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,제조업,2차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
16987,7,3,대전,2,23.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.9,2,4,6,6,6,1,2019,1,2,2015-03-01,2018-08-31,2019-09-01,,2018-09-01,2020-02-01,,17.0,0,17.0,1,0,4,4,7,4,3,1,1,3,1,1,3,3,5.0,40,1,2,1,1,1,4.0,16.0,3.0,3,1,2,3,3,3,3,3,3,2.0,3,2,0,0,,3.0,6.0,3,1,23.583333333,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,대전,교육서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
17096,7,2,경기,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,35.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,2.68,1,4,3,3,3,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2018-10-01,2020-01-01,,15.0,0,15.0,1,0,3,3,-1,4,4,1,2,2,1,1,1,2,5.0,35,1,2,1,1,1,1.0,9.0,3.0,3,1,1,2,2,3,1,1,1,,3,3,0,0,,3.0,3.0,1,1,24.0,3.0,여자,건강하다,미혼,수도권,보통이다,예체능,있다,그렇다,그렇다,그렇다,,그렇지않다,,,서울,숙박/음식점업,3차산업,5.0,35,40시간이하,제공하지않는다,가입했다,그렇다
17100,7,2,경기,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,30.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3,3.8,1,2,5,5,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-09-01,2020-03-01,,6.0,0,6.0,0,0,1,2,-1,4,4,1,1,3,1,1,3,3,4.0,30,1,2,1,1,3,8.0,7.0,3.0,1,1,1,1,1,3,3,3,3,,3,3,0,0,,3.0,5.0,3,0,24.166666667,3.0,여자,건강하지않다,미혼,수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,경기,도매/소매업,3차산업,4.0,30,40시간이하,제공하지않는다,가입하지않음,그렇다
17112,7,5,전북,2,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.2,1,4,6,5,5,2,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-01-01,2020-03-01,,14.0,0,14.0,1,0,4,4,2,4,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,12.0,3.0,3.0,3,2,2,3,3,3,3,3,3,2.0,3,2,1,0,,2.0,5.3333333333,3,1,25.666666667,3.0,여자,건강하다,기혼,비수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,전북,제조업,2차산업,5.0,40,40시간이하,제공한다,가입했다,보통이다
17134,7,3,충남,2,27.5,2.0,16.0,6.0,8.0,3.0,0.0,30.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,32.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,3,3.0,1,4,6,5,6,1,2019,0,1,2012-03-01,2019-02-28,2019-09-01,2015-09-01,,,48.0,,0,48.0,1,1,5,4,6,5,5,1,1,3,1,1,2,3,4.0,32,1,2,1,1,3,8.0,16.0,3.0,3,1,2,3,3,3,3,3,3,2.0,3,3,0,0,30.0,3.0,5.6666666667,3,0,27.5,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,시내버스,30.0,경기,교육서비스업,3차산업,4.0,32,40시간이하,제공하지않는다,가입하지않음,그렇다
17139,7,3,충남,2,23.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,8.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3,3.77,1,4,5,6,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-07-01,2019-08-01,,1.0,0,1.0,0,0,4,4,3,3,3,3,1,3,3,1,3,3,5.0,40,3,3,3,3,3,8.0,10.0,3.0,3,1,2,3,3,3,3,3,3,2.0,2,2,0,0,,3.0,5.3333333333,3,0,23.666666667,3.0,여자,건강하다,미혼,비수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,경기,정보통신업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
17240,7,3,충남,2,23.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,6.0,30.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,4.08,1,4,3,6,5,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2018-12-01,2020-01-01,,13.0,0,13.0,1,0,1,1,9,3,3,1,3,3,3,1,3,3,6.0,30,1,2,1,1,1,9.0,7.0,3.0,3,1,2,1,1,3,1,3,3,1.0,2,2,0,0,,3.0,4.6666666667,2,1,23.916666667,3.0,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇다,그렇지않다,그렇지않다,1000명이상,보통이다,,,강원,도매/소매업,3차산업,6.0,30,40시간이하,제공하지않는다,가입했다,보통이다
17326,7,4,경북,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,15.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,4.18,2,3,5,5,5,2,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-09-01,,7.0,0,7.0,0,0,1,1,1,4,4,3,3,3,1,3,3,3,3.0,15,2,2,2,2,2,3.0,19.0,3.0,2,2,2,1,1,3,3,3,3,2.0,3,3,0,0,,3.0,5.0,3,0,24.0,3.0,여자,보통이다,기혼,비수도권,맞지않다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,대구,협회/단체/수리/기타개인서비스업,3차산업,3.0,15,40시간이하,제공하지않는다,가입하지않음,그렇다
17355,7,1,서울,1,24.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,45.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.0,2,4,6,5,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-01-01,2020-07-01,,18.0,0,18.0,1,0,4,4,5,4,4,1,1,1,1,1,1,1,5.0,45,1,2,1,1,1,8.0,18.0,3.0,3,1,1,3,3,3,3,3,3,2.0,3,3,1,1,,3.0,5.6666666667,3,1,24.916666667,3.0,남자,건강하다,미혼,수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,경기,예술/스포츠/여가관련서비스업,3차산업,5.0,45,40시간초과,제공한다,가입했다,그렇다
17521,7,5,제주,1,27.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,16.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,40.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,2,3.8,1,5,7,7,7,1,2019,1,2,2012-03-01,2018-08-31,2019-09-01,,2018-08-01,2018-09-01,,1.0,0,1.0,0,0,5,5,5,5,5,2,2,1,1,2,1,1,5.0,40,1,2,1,1,1,16.0,15.0,2.0930232558,3,1,2,3,3,3,3,3,3,2.0,3,3,0,0,,3.0,7.0,3,1,27.833333333,2.0930232558,남자,건강하다,미혼,비수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,제주,공공행정/국방사회보장행정,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇다
17534,7,1,서울,2,28.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.6,1,2,6,6,6,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-01-01,,10.0,0,10.0,0,0,2,3,6,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,1.0,16.0,3.0,1,1,1,1,2,3,3,3,3,2.0,3,3,1,0,,3.0,6.0,3,1,28.583333333,3.0,여자,건강하지않다,미혼,수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,교육서비스업,3차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
17559,7,2,경기,2,24.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,35.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.5,2,4,7,7,7,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-01-01,2020-02-01,,13.0,0,13.0,1,0,4,4,-1,5,5,1,1,3,3,1,1,3,5.0,35,1,2,1,1,1,1.0,16.0,3.0,3,1,1,3,3,3,3,3,3,,3,3,0,0,,3.0,7.0,3,1,24.083333333,3.0,여자,건강하다,미혼,수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,서울,교육서비스업,3차산업,5.0,35,40시간이하,제공하지않는다,가입했다,그렇다
17619,7,1,서울,2,25.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.0,1,3,3,4,2,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-03-01,2019-12-01,,9.0,0,9.0,0,0,3,3,6,3,3,1,1,1,1,1,1,1,5.0,40,2,2,2,2,2,1.0,18.0,3.0,2,1,1,2,2,3,1,2,1,2.0,2,2,1,0,,3.0,3.0,1,0,25.166666667,3.0,여자,보통이다,미혼,수도권,보통이다,예체능,있다,그렇다,보통이다,그렇다,1000명미만,보통이다,,,서울,예술/스포츠/여가관련서비스업,3차산업,5.0,40,40시간이하,제공한다,가입하지않음,보통이다
17643,7,3,충북,2,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,14.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,1,3.2,1,4,5,6,6,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-04-01,2020-01-01,,9.0,0,9.0,0,0,1,4,-1,3,4,1,3,3,1,1,3,3,2.0,14,3,3,1,1,3,1.0,9.0,1.125,3,1,2,1,3,3,3,3,3,,2,3,0,0,,3.0,5.6666666667,3,0,24.5,1.125,여자,건강하다,미혼,비수도권,맞지않다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,서울,숙박/음식점업,3차산업,2.0,14,40시간이하,제공하지않는다,가입하지않음,그렇다
17661,7,1,서울,2,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.27,1,3,4,4,3,1,2019,1,2,2015-03-01,2019-02-28,2019-09-01,,2019-09-01,2020-01-01,,4.0,0,4.0,0,0,1,2,-1,1,1,3,3,3,3,3,3,3,5.0,40,1,2,1,1,1,1.0,3.0,3.0,2,1,1,1,1,3,2,2,1,,1,1,0,0,,2.0,3.6666666667,1,1,24.25,3.0,여자,보통이다,미혼,수도권,맞지않다,예체능,있다,보통이다,보통이다,그렇다,,그렇다,,,서울,제조업,2차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
17665,7,1,서울,2,26.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.78,2,4,3,3,3,1,2019,1,2,2013-03-01,2018-08-31,2019-09-01,,2019-10-01,2019-10-01,,0.0,0,0.0,0,0,3,3,2,3,3,2,2,2,2,2,2,2,2.0,5,3,3,3,3,3,1.0,13.0,3.0,3,1,1,2,2,3,1,1,1,2.0,2,2,0,0,,3.0,3.0,1,0,26.083333333,3.0,여자,건강하다,미혼,수도권,보통이다,예체능,없다,그렇다,그렇다,그렇다,1000명미만,보통이다,,,서울,전문과학및기술서비스업,3차산업,2.0,5,40시간이하,제공하지않는다,가입하지않음,보통이다
17691,7,1,서울,2,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,45.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.43,1,3,2,4,3,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-02-01,2019-06-01,,4.0,0,4.0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,5.0,45,1,2,1,1,1,1.0,10.0,3.0,2,1,1,1,2,3,1,2,1,2.0,1,1,0,1,,3.0,3.0,1,1,27.5,3.0,여자,보통이다,미혼,수도권,맞지않다,예체능,있다,그렇다,보통이다,그렇다,1000명미만,그렇다,,,서울,정보통신업,3차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇지않다
17698,7,1,서울,2,25.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.8,1,4,7,7,7,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2018-10-01,2019-09-01,,11.0,0,11.0,0,0,5,4,2,3,3,2,2,2,2,2,2,2,6.0,48,2,2,2,2,2,1.0,18.0,3.0,3,1,1,3,3,3,3,3,3,2.0,2,2,0,1,,3.0,7.0,3,0,25.333333333,3.0,여자,건강하다,미혼,수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,예술/스포츠/여가관련서비스업,3차산업,6.0,48,40시간초과,제공하지않는다,가입하지않음,보통이다
17749,7,4,부산,1,26.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,5,1,1,1,1,2019,1,2,2013-03-01,2019-02-28,2019-09-01,,2018-08-01,2019-03-01,,7.0,0,7.0,0,0,3,3,-1,3,3,3,3,3,3,3,3,3,5.0,40,1,2,1,1,1,2.0,7.0,3.0,3,1,2,2,2,3,1,1,1,,2,2,0,0,,3.0,1.0,1,1,26.416666667,3.0,남자,건강하다,미혼,비수도권,보통이다,예체능,없다,그렇다,그렇다,그렇다,,보통이다,,,부산,도매/소매업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
17760,7,1,서울,2,25.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,3,3.6,1,3,6,6,6,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-02-01,2020-02-01,,12.0,0,12.0,1,0,4,5,4,4,4,2,2,2,2,2,2,2,1.0,2,2,2,1,2,2,1.0,16.0,3.0,2,1,1,3,3,3,3,3,3,2.0,3,3,0,0,,3.0,6.0,3,0,25.583333333,3.0,여자,보통이다,미혼,수도권,잘맞다,예체능,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,서울,교육서비스업,3차산업,1.0,2,40시간이하,제공하지않는다,가입하지않음,그렇다
17765,7,1,서울,2,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,8.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1,3.4,1,3,4,4,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-05-01,2020-02-01,,9.0,0,9.0,0,0,1,3,-1,3,3,1,3,3,1,3,3,3,3.0,5,3,3,3,3,3,8.0,9.0,1.125,2,1,1,1,2,3,2,2,2,,2,2,0,0,,3.0,4.0,2,0,25.083333333,1.125,여자,보통이다,미혼,수도권,맞지않다,예체능,있다,보통이다,보통이다,보통이다,,보통이다,,,경기,숙박/음식점업,3차산업,3.0,5,40시간이하,제공하지않는다,가입하지않음,보통이다
17796,7,4,경북,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,-1,,2,3,1,3,2,1,2019,1,2,2014-03-01,2019-02-28,2019-09-01,,2019-03-01,2020-01-01,,10.0,0,10.0,0,0,2,1,-1,3,3,2,2,2,2,2,2,2,2.0,8,2,2,2,1,2,3.0,9.0,,2,1,2,1,1,3,1,1,1,,2,2,0,0,,3.0,2.0,1,0,24.666666667,,여자,보통이다,미혼,비수도권,맞지않다,예체능,없다,그렇다,그렇다,그렇다,,보통이다,,,대구,숙박/음식점업,3차산업,2.0,8,40시간이하,제공하지않는다,가입하지않음,보통이다
17856,7,5,전남,1,26.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,5,6,6,1,2019,1,2,2012-03-01,2019-02-28,2019-09-01,,2018-07-01,2019-06-01,,11.0,0,11.0,0,0,5,4,3,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,12.0,18.0,3.0,3,1,2,3,3,3,3,3,3,2.0,2,2,1,0,,3.0,5.6666666667,3,1,26.666666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,예체능,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,전북,예술/스포츠/여가관련서비스업,3차산업,5.0,40,40시간이하,제공한다,가입했다,보통이다
18062,1,1,서울,2,21.583333333,1.0,10.0,1.0,1.0,10.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,3,3.9,2,4,6,7,7,1,2019,0,1,2017-03-01,2019-02-28,2019-09-01,2017-03-01,,,30.0,,0,30.0,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1.0,5,2,2,2,2,2,1.0,10.0,3.0,3,1,1,1,1,1,3,3,3,2.0,3,3,0,0,0.0,3.0,6.6666666667,3,0,21.583333333,3.0,여자,건강하다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,기타,0.0,서울,정보통신업,3차산업,1.0,5,40시간이하,제공하지않는다,가입하지않음,그렇다
18108,1,2,경기,2,23.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,45.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,3,3.9,1,3,4,4,4,1,2019,1,2,2016-03-01,2019-02-28,2019-09-01,,2018-06-01,2019-03-01,,9.0,0,9.0,0,0,5,5,-1,4,4,1,1,1,2,1,3,3,5.0,45,1,2,1,1,1,1.0,7.0,3.0,2,1,1,3,3,1,2,2,2,,3,3,0,1,,3.0,4.0,2,1,23.583333333,3.0,여자,보통이다,미혼,수도권,잘맞다,문과,있다,보통이다,보통이다,보통이다,,그렇지않다,,,서울,도매/소매업,3차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇다
18127,1,2,경기,2,23.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,40.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.1,1,2,4,5,4,1,2019,1,2,2017-03-01,2019-02-28,2019-09-01,,2019-09-01,2020-01-01,,4.0,0,4.0,0,0,2,2,1,4,2,3,1,3,3,2,2,3,5.0,40,1,2,1,1,1,1.0,13.0,3.0,1,1,1,1,1,1,2,3,2,2.0,3,1,0,0,,3.0,4.3333333333,2,1,23.583333333,3.0,여자,건강하지않다,미혼,수도권,맞지않다,문과,있다,보통이다,그렇지않다,보통이다,1000명미만,그렇지않다,,,서울,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
